"parent_id","loss","no_change","tot_pixels","Long","Lat","division_3","ed_3","pland_3","len.st.roads","len.fe.roads","dist.roads","len.rivers","len.waterways","dist.rivers","area.protected","area.indigenous","CODE","IDHM","IDHM_E","IDHM_L","IDHM_R","POP_2018","IPS","PIB","PIB_PC","dem.data","slope.data","wi.data","dist.mining","dist.urban","dist.pa","dist.il","pland_12","pland_15","pland_33","pland_24","pland_41"
"243287",5,27928,27933,-51.4831837311066,-4.27490961779615,0,0,100,0,0,8.44244811213859,0,0,3.72465281989328,0,0.306725331363678,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,170.36499786377,2.68011057376862,2.5,193.102843917527,105.478787459612,129.101298254666,0,NA,NA,NA,NA,NA
"241339",5,27929,27934,-51.6633645982784,-4.27490961838454,0,0,100,0,0,6.4209737967444,0.0614494454547242,0,1.17580588351804,0,0.306724620359898,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,221.809997558594,3.28612005710602,7.5,207.665050680914,123.643489691506,109.227947952334,0,NA,NA,NA,NA,NA
"241348",5,27929,27934,-51.6633642070499,-3.89174939354243,0,0,100,0,0,21.3534018990252,0,0,3.67340989619012,0,24.9197324979677,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,135.42000579834,3.22158205509186,6.5,237.737578093121,83.9114383823618,121.491794430576,0,NA,NA,NA,NA,NA
"243774",5,27929,27934,-51.4600033627289,-4.27490937342429,0,0,100,0,0,5.93609332869349,0,0,3.06212067720961,0,0.00896332747110725,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,162.520004272461,2.30678510665894,2.5,191.291877258611,103.191381869407,131.660816871107,0,NA,NA,NA,NA,NA
"237932",6,27929,27935,-51.978679568121,-4.2070647195127,0,0,100,0,0,27.8155488741609,0,0,3.6523856207884,0,24.9102929564619,1500602,0.665,0.548,0.811,0.662,113195,54.67,2500591,22439.9,245.050003051758,2.40477800369263,6.5,236.19525403335,110.648019008417,76.1893702086832,0,NA,NA,NA,NA,NA
"243290",6,27927,27933,-51.4831840322881,-4.1620196688823,0,0,100,0,0,9.8051477988816,0,0,3.23752387803816,0,24.9116932796364,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,163.169998168945,5.09851622581482,5.5,202.122676732418,100.441012515957,130.944158669965,0,NA,NA,NA,NA,NA
"234042",7,27926,27933,-52.3377330700622,-3.93677073870734,0,0,100,0,0,10.0800387447269,5.54782028372988,0,0.942130981318042,0,22.7359518329594,1500602,0.665,0.548,0.811,0.662,113195,54.67,2500591,22439.9,200.729995727539,3.39928007125854,5.5,285.433094370962,71.3592813486975,59.015403589929,0,NA,NA,NA,NA,NA
"242313",7,27927,27934,-51.5732741443169,-4.27490962003554,0,0,100,0,0.0815426291386539,1.10255788040751,0.0787856190619487,0,0.392627138208658,0,0.306722664907932,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,185.514999389648,2.76613450050354,7.5,200.299189596516,114.484352128778,119.159301991187,0,NA,NA,NA,NA,NA
"242316",8,27926,27934,-51.5732741265144,-4.16201966217214,0,0,100,0,0,9.32827455628463,0,0,4.8953249052295,0,24.9116877950449,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,163.259994506836,3.99802803993225,7.5,209.009747161079,109.861549260257,121.138968228053,0,NA,NA,NA,NA,NA
"242814",8,27926,27934,-51.5282290842158,-3.6665241814757,0.0899528579796407,359236.766158129,97.9992111585213,0,0,3.30767905897421,7.73005863785909,0,1.35362895679445,0,0,1500859,0.548,0.371,0.788,0.563,27161,48.3,351203,12961.42,120.199996948242,1.8899610042572,5.5,248.148257020734,63.6503403451219,133.439714153713,4.95182418450756,0.136254437233318,0.100398006382445,1.76413639786296,NA,NA
